timestamp,gym_id,city,address,prediction,prediction_interval_low,prediction_interval_high,uncertainty_abs_error_p80,uncertainty_method,model,is_weekend,is_open_estimated,business_hours,is_public_holiday_ua,is_gym_closed_holiday,is_major_low_traffic_holiday,is_major_holiday_window,holiday_effect_multiplier,temperature_2m,precipitation,cloud_cover,wind_speed_10m
2026-05-28 14:00:00,gym_011,Київ,Тираспольська,33.859,27.187,40.531,6.672,historical_holdout_abs_error_p80_by_gym_hour,hist_gradient_boosting,0,1,07:00-22:00,0,0,0,0,1.0,15.2,0.0,94.0,20.3
2026-05-28 14:20:00,gym_011,Київ,Тираспольська,33.999,27.327,40.671,6.672,historical_holdout_abs_error_p80_by_gym_hour,hist_gradient_boosting,0,1,07:00-22:00,0,0,0,0,1.0,15.2,0.0,94.0,20.3
2026-05-28 14:40:00,gym_011,Київ,Тираспольська,32.89,26.218,39.563,6.672,historical_holdout_abs_error_p80_by_gym_hour,hist_gradient_boosting,0,1,07:00-22:00,0,0,0,0,1.0,15.2,0.0,94.0,20.3
2026-05-28 15:00:00,gym_011,Київ,Тираспольська,35.3,30.564,40.037,4.737,historical_holdout_abs_error_p80_by_gym_hour,hist_gradient_boosting,0,1,07:00-22:00,0,0,0,0,1.0,15.2,0.0,100.0,20.0
2026-05-28 15:20:00,gym_011,Київ,Тираспольська,35.789,31.052,40.526,4.737,historical_holdout_abs_error_p80_by_gym_hour,hist_gradient_boosting,0,1,07:00-22:00,0,0,0,0,1.0,15.2,0.0,100.0,20.0
2026-05-28 15:40:00,gym_011,Київ,Тираспольська,36.909,32.173,41.646,4.737,historical_holdout_abs_error_p80_by_gym_hour,hist_gradient_boosting,0,1,07:00-22:00,0,0,0,0,1.0,15.2,0.0,100.0,20.0
2026-05-28 16:00:00,gym_011,Київ,Тираспольська,38.814,31.109,46.519,7.705,historical_holdout_abs_error_p80_by_gym_hour,hist_gradient_boosting,0,1,07:00-22:00,0,0,0,0,1.0,15.2,0.1,100.0,18.0
2026-05-28 16:20:00,gym_011,Київ,Тираспольська,41.184,33.479,48.89,7.705,historical_holdout_abs_error_p80_by_gym_hour,hist_gradient_boosting,0,1,07:00-22:00,0,0,0,0,1.0,15.2,0.1,100.0,18.0
2026-05-28 16:40:00,gym_011,Київ,Тираспольська,42.155,34.45,49.86,7.705,historical_holdout_abs_error_p80_by_gym_hour,hist_gradient_boosting,0,1,07:00-22:00,0,0,0,0,1.0,15.2,0.1,100.0,18.0
2026-05-28 17:00:00,gym_011,Київ,Тираспольська,44.082,37.161,51.003,6.921,historical_holdout_abs_error_p80_by_gym_hour,hist_gradient_boosting,0,1,07:00-22:00,0,0,0,0,1.0,15.4,0.1,100.0,15.0
2026-05-28 17:20:00,gym_011,Київ,Тираспольська,45.406,38.484,52.327,6.921,historical_holdout_abs_error_p80_by_gym_hour,hist_gradient_boosting,0,1,07:00-22:00,0,0,0,0,1.0,15.4,0.1,100.0,15.0
2026-05-28 17:40:00,gym_011,Київ,Тираспольська,45.284,38.363,52.205,6.921,historical_holdout_abs_error_p80_by_gym_hour,hist_gradient_boosting,0,1,07:00-22:00,0,0,0,0,1.0,15.4,0.1,100.0,15.0
2026-05-28 18:00:00,gym_011,Київ,Тираспольська,51.35,35.588,67.113,15.762,historical_holdout_abs_error_p80_by_gym_hour,hist_gradient_boosting,0,1,07:00-22:00,0,0,0,0,1.0,15.3,0.1,100.0,12.9
2026-05-28 18:20:00,gym_011,Київ,Тираспольська,54.438,38.675,70.2,15.762,historical_holdout_abs_error_p80_by_gym_hour,hist_gradient_boosting,0,1,07:00-22:00,0,0,0,0,1.0,15.3,0.1,100.0,12.9
2026-05-28 18:40:00,gym_011,Київ,Тираспольська,57.292,41.53,73.055,15.762,historical_holdout_abs_error_p80_by_gym_hour,hist_gradient_boosting,0,1,07:00-22:00,0,0,0,0,1.0,15.3,0.1,100.0,12.9
2026-05-28 19:00:00,gym_011,Київ,Тираспольська,57.387,49.11,65.664,8.277,historical_holdout_abs_error_p80_by_gym_hour,hist_gradient_boosting,0,1,07:00-22:00,0,0,0,0,1.0,14.9,0.0,83.0,12.1
2026-05-28 19:20:00,gym_011,Київ,Тираспольська,57.69,49.412,65.967,8.277,historical_holdout_abs_error_p80_by_gym_hour,hist_gradient_boosting,0,1,07:00-22:00,0,0,0,0,1.0,14.9,0.0,83.0,12.1
2026-05-28 19:40:00,gym_011,Київ,Тираспольська,60.016,51.739,68.293,8.277,historical_holdout_abs_error_p80_by_gym_hour,hist_gradient_boosting,0,1,07:00-22:00,0,0,0,0,1.0,14.9,0.0,83.0,12.1
2026-05-28 20:00:00,gym_011,Київ,Тираспольська,50.529,41.691,59.366,8.838,historical_holdout_abs_error_p80_by_gym_hour,hist_gradient_boosting,0,1,07:00-22:00,0,0,0,0,1.0,14.2,0.0,65.0,12.5
2026-05-28 20:20:00,gym_011,Київ,Тираспольська,45.364,36.526,54.201,8.838,historical_holdout_abs_error_p80_by_gym_hour,hist_gradient_boosting,0,1,07:00-22:00,0,0,0,0,1.0,14.2,0.0,65.0,12.5
2026-05-28 20:40:00,gym_011,Київ,Тираспольська,41.095,32.257,49.933,8.838,historical_holdout_abs_error_p80_by_gym_hour,hist_gradient_boosting,0,1,07:00-22:00,0,0,0,0,1.0,14.2,0.0,65.0,12.5
2026-05-28 21:00:00,gym_011,Київ,Тираспольська,26.097,9.65,42.545,16.448,historical_holdout_abs_error_p80_by_gym_hour,hist_gradient_boosting,0,1,07:00-22:00,0,0,0,0,1.0,13.5,0.0,48.0,12.3
2026-05-28 21:20:00,gym_011,Київ,Тираспольська,14.443,0.0,30.891,16.448,historical_holdout_abs_error_p80_by_gym_hour,hist_gradient_boosting,0,1,07:00-22:00,0,0,0,0,1.0,13.5,0.0,48.0,12.3
2026-05-28 21:40:00,gym_011,Київ,Тираспольська,11.25,0.0,27.698,16.448,historical_holdout_abs_error_p80_by_gym_hour,hist_gradient_boosting,0,1,07:00-22:00,0,0,0,0,1.0,13.5,0.0,48.0,12.3
2026-05-28 22:00:00,gym_011,Київ,Тираспольська,0.0,0.0,0.0,0.0,historical_holdout_abs_error_p80_by_gym_hour,hist_gradient_boosting,0,0,07:00-22:00,0,0,0,0,1.0,12.5,0.0,45.0,11.3
2026-05-28 22:20:00,gym_011,Київ,Тираспольська,0.0,0.0,0.0,0.0,historical_holdout_abs_error_p80_by_gym_hour,hist_gradient_boosting,0,0,07:00-22:00,0,0,0,0,1.0,12.5,0.0,45.0,11.3
2026-05-28 22:40:00,gym_011,Київ,Тираспольська,0.0,0.0,0.0,0.0,historical_holdout_abs_error_p80_by_gym_hour,hist_gradient_boosting,0,0,07:00-22:00,0,0,0,0,1.0,12.5,0.0,45.0,11.3
2026-05-28 23:00:00,gym_011,Київ,Тираспольська,0.0,0.0,0.0,0.0,historical_holdout_abs_error_p80_by_gym_hour,hist_gradient_boosting,0,0,07:00-22:00,0,0,0,0,1.0,11.4,0.0,42.0,10.5
2026-05-28 23:20:00,gym_011,Київ,Тираспольська,0.0,0.0,0.0,0.0,historical_holdout_abs_error_p80_by_gym_hour,hist_gradient_boosting,0,0,07:00-22:00,0,0,0,0,1.0,11.4,0.0,42.0,10.5
2026-05-28 23:40:00,gym_011,Київ,Тираспольська,0.0,0.0,0.0,0.0,historical_holdout_abs_error_p80_by_gym_hour,hist_gradient_boosting,0,0,07:00-22:00,0,0,0,0,1.0,11.4,0.0,42.0,10.5
2026-05-29 00:00:00,gym_011,Київ,Тираспольська,0.0,0.0,0.0,0.0,historical_holdout_abs_error_p80_by_gym_hour,hist_gradient_boosting,0,0,07:00-22:00,0,0,0,1,0.86,10.5,0.0,39.0,9.7
2026-05-29 00:20:00,gym_011,Київ,Тираспольська,0.0,0.0,0.0,0.0,historical_holdout_abs_error_p80_by_gym_hour,hist_gradient_boosting,0,0,07:00-22:00,0,0,0,1,0.86,10.5,0.0,39.0,9.7
2026-05-29 00:40:00,gym_011,Київ,Тираспольська,0.0,0.0,0.0,0.0,historical_holdout_abs_error_p80_by_gym_hour,hist_gradient_boosting,0,0,07:00-22:00,0,0,0,1,0.86,10.5,0.0,39.0,9.7
2026-05-29 01:00:00,gym_011,Київ,Тираспольська,0.0,0.0,0.0,0.0,historical_holdout_abs_error_p80_by_gym_hour,hist_gradient_boosting,0,0,07:00-22:00,0,0,0,1,0.86,9.9,0.0,54.0,9.7
2026-05-29 01:20:00,gym_011,Київ,Тираспольська,0.0,0.0,0.0,0.0,historical_holdout_abs_error_p80_by_gym_hour,hist_gradient_boosting,0,0,07:00-22:00,0,0,0,1,0.86,9.9,0.0,54.0,9.7
